Image,Predicted Class,Confidence
/content/dataset-resized/plastic/plastic191.jpg,plastic,0.9991130232810974
/content/dataset-resized/plastic/plastic419.jpg,plastic,0.9997476935386658
/content/dataset-resized/plastic/plastic218.jpg,plastic,0.9953136444091797
/content/dataset-resized/plastic/plastic11.jpg,plastic,0.943010151386261
/content/dataset-resized/plastic/plastic122.jpg,plastic,0.9999936819076538
/content/dataset-resized/plastic/plastic348.jpg,plastic,0.9810823202133179
/content/dataset-resized/plastic/plastic406.jpg,plastic,0.9996585845947266
/content/dataset-resized/plastic/plastic69.jpg,glass,0.5953178405761719
/content/dataset-resized/plastic/plastic85.jpg,plastic,0.9693611264228821
/content/dataset-resized/plastic/plastic326.jpg,plastic,0.9966737031936646
/content/dataset-resized/plastic/plastic163.jpg,plastic,0.9718151092529297
/content/dataset-resized/plastic/plastic283.jpg,plastic,0.9992033839225769
/content/dataset-resized/plastic/plastic227.jpg,plastic,0.9768343567848206
/content/dataset-resized/plastic/plastic208.jpg,plastic,0.9916298985481262
/content/dataset-resized/plastic/plastic316.jpg,plastic,0.9998512268066406
/content/dataset-resized/plastic/plastic451.jpg,plastic,0.6572951674461365
/content/dataset-resized/plastic/plastic23.jpg,plastic,0.9422008395195007
/content/dataset-resized/plastic/plastic42.jpg,plastic,0.9787091612815857
/content/dataset-resized/plastic/plastic80.jpg,plastic,0.9986327290534973
/content/dataset-resized/plastic/plastic138.jpg,plastic,0.8113855719566345
/content/dataset-resized/plastic/plastic177.jpg,plastic,0.9329794049263
/content/dataset-resized/plastic/plastic410.jpg,plastic,0.9917218089103699
/content/dataset-resized/plastic/plastic444.jpg,plastic,0.9899444580078125
/content/dataset-resized/plastic/plastic281.jpg,plastic,0.9824386239051819
/content/dataset-resized/plastic/plastic186.jpg,plastic,0.9979627132415771
/content/dataset-resized/plastic/plastic294.jpg,plastic,0.9955227375030518
/content/dataset-resized/plastic/plastic182.jpg,plastic,0.8512307405471802
/content/dataset-resized/plastic/plastic255.jpg,plastic,0.9561644792556763
/content/dataset-resized/plastic/plastic233.jpg,plastic,0.9911141991615295
/content/dataset-resized/plastic/plastic212.jpg,plastic,0.9280408024787903
/content/dataset-resized/plastic/plastic321.jpg,plastic,0.9998143315315247
/content/dataset-resized/plastic/plastic56.jpg,plastic,0.9984732270240784
/content/dataset-resized/plastic/plastic403.jpg,plastic,0.9996935129165649
/content/dataset-resized/plastic/plastic463.jpg,plastic,0.46218326687812805
/content/dataset-resized/plastic/plastic361.jpg,glass,0.8084447383880615
/content/dataset-resized/plastic/plastic59.jpg,plastic,0.919982373714447
/content/dataset-resized/plastic/plastic185.jpg,plastic,0.9931682348251343
/content/dataset-resized/plastic/plastic93.jpg,plastic,0.9731130599975586
/content/dataset-resized/plastic/plastic442.jpg,plastic,0.9968737363815308
/content/dataset-resized/plastic/plastic214.jpg,plastic,0.9364883899688721
/content/dataset-resized/plastic/plastic168.jpg,plastic,0.9859349727630615
/content/dataset-resized/plastic/plastic272.jpg,plastic,0.9825277924537659
/content/dataset-resized/plastic/plastic243.jpg,plastic,0.9999276399612427
/content/dataset-resized/plastic/plastic124.jpg,plastic,0.8929926753044128
/content/dataset-resized/plastic/plastic154.jpg,plastic,0.9196445941925049
/content/dataset-resized/plastic/plastic423.jpg,plastic,0.9976029992103577
/content/dataset-resized/plastic/plastic239.jpg,plastic,0.9829992651939392
/content/dataset-resized/plastic/plastic193.jpg,plastic,0.9249497652053833
/content/dataset-resized/plastic/plastic213.jpg,plastic,0.9812192320823669
/content/dataset-resized/plastic/plastic310.jpg,plastic,0.999994158744812
/content/dataset-resized/plastic/plastic187.jpg,glass,0.6073408722877502
/content/dataset-resized/plastic/plastic27.jpg,plastic,0.9980387091636658
/content/dataset-resized/plastic/plastic270.jpg,plastic,0.995022177696228
/content/dataset-resized/plastic/plastic9.jpg,plastic,0.9914671182632446
/content/dataset-resized/plastic/plastic125.jpg,plastic,0.7358027696609497
/content/dataset-resized/plastic/plastic280.jpg,plastic,0.9668680429458618
/content/dataset-resized/plastic/plastic475.jpg,plastic,0.9449939131736755
/content/dataset-resized/plastic/plastic393.jpg,plastic,0.9997698664665222
/content/dataset-resized/plastic/plastic412.jpg,plastic,0.8174741864204407
/content/dataset-resized/plastic/plastic342.jpg,plastic,0.9933852553367615
/content/dataset-resized/plastic/plastic334.jpg,plastic,0.8467126488685608
/content/dataset-resized/plastic/plastic153.jpg,plastic,0.9379249811172485
/content/dataset-resized/plastic/plastic242.jpg,plastic,0.9999674558639526
/content/dataset-resized/plastic/plastic66.jpg,plastic,0.997622549533844
/content/dataset-resized/plastic/plastic121.jpg,plastic,0.9073376655578613
/content/dataset-resized/plastic/plastic176.jpg,plastic,0.98222416639328
/content/dataset-resized/plastic/plastic128.jpg,plastic,0.9845800399780273
/content/dataset-resized/plastic/plastic181.jpg,plastic,0.907609224319458
/content/dataset-resized/plastic/plastic378.jpg,plastic,0.999325156211853
/content/dataset-resized/plastic/plastic159.jpg,plastic,0.9951877593994141
/content/dataset-resized/plastic/plastic204.jpg,plastic,0.9976258873939514
/content/dataset-resized/plastic/plastic306.jpg,plastic,0.8624354004859924
/content/dataset-resized/plastic/plastic117.jpg,plastic,0.9490704536437988
/content/dataset-resized/plastic/plastic407.jpg,plastic,0.9955042004585266
/content/dataset-resized/plastic/plastic399.jpg,plastic,0.9997368454933167
/content/dataset-resized/plastic/plastic469.jpg,glass,0.49030065536499023
/content/dataset-resized/plastic/plastic374.jpg,plastic,0.9261190891265869
/content/dataset-resized/plastic/plastic203.jpg,plastic,0.9652268290519714
/content/dataset-resized/plastic/plastic318.jpg,plastic,0.9997797608375549
/content/dataset-resized/plastic/plastic79.jpg,plastic,0.9936070442199707
/content/dataset-resized/plastic/plastic313.jpg,plastic,0.9979633092880249
/content/dataset-resized/plastic/plastic440.jpg,plastic,0.9920972585678101
/content/dataset-resized/plastic/plastic266.jpg,plastic,0.6219568252563477
/content/dataset-resized/plastic/plastic375.jpg,plastic,0.9662327766418457
/content/dataset-resized/plastic/plastic368.jpg,plastic,0.8997259140014648
/content/dataset-resized/plastic/plastic477.jpg,plastic,0.6230069398880005
/content/dataset-resized/plastic/plastic194.jpg,plastic,0.9892125129699707
/content/dataset-resized/plastic/plastic461.jpg,trash,0.42429983615875244
/content/dataset-resized/plastic/plastic171.jpg,plastic,0.9776614308357239
/content/dataset-resized/plastic/plastic174.jpg,plastic,0.9355559349060059
/content/dataset-resized/plastic/plastic295.jpg,plastic,0.9978281855583191
/content/dataset-resized/plastic/plastic139.jpg,plastic,0.9923697710037231
/content/dataset-resized/plastic/plastic436.jpg,plastic,0.9880191683769226
/content/dataset-resized/plastic/plastic308.jpg,plastic,0.9990377426147461
/content/dataset-resized/plastic/plastic60.jpg,plastic,0.9996311664581299
/content/dataset-resized/plastic/plastic237.jpg,plastic,0.9849446415901184
/content/dataset-resized/plastic/plastic226.jpg,plastic,0.9728325009346008
/content/dataset-resized/plastic/plastic228.jpg,plastic,0.9999431371688843
/content/dataset-resized/plastic/plastic209.jpg,plastic,0.9999785423278809
/content/dataset-resized/plastic/plastic372.jpg,plastic,0.997190535068512
/content/dataset-resized/plastic/plastic479.jpg,plastic,0.6754763722419739
/content/dataset-resized/plastic/plastic262.jpg,plastic,0.9990159273147583
/content/dataset-resized/plastic/plastic476.jpg,plastic,0.9959565997123718
/content/dataset-resized/plastic/plastic195.jpg,plastic,0.9062830805778503
/content/dataset-resized/plastic/plastic44.jpg,plastic,0.9941015839576721
/content/dataset-resized/plastic/plastic273.jpg,plastic,0.9993976354598999
/content/dataset-resized/plastic/plastic241.jpg,plastic,0.9923865795135498
/content/dataset-resized/plastic/plastic301.jpg,plastic,0.9999474287033081
/content/dataset-resized/plastic/plastic73.jpg,plastic,0.999970555305481
/content/dataset-resized/plastic/plastic258.jpg,plastic,0.9905956983566284
/content/dataset-resized/plastic/plastic57.jpg,plastic,0.9980522394180298
/content/dataset-resized/plastic/plastic199.jpg,metal,0.6953788995742798
/content/dataset-resized/plastic/plastic150.jpg,paper,0.692283034324646
/content/dataset-resized/plastic/plastic102.jpg,plastic,0.9715472459793091
/content/dataset-resized/plastic/plastic433.jpg,plastic,0.8292609453201294
/content/dataset-resized/plastic/plastic84.jpg,plastic,0.8213318586349487
/content/dataset-resized/plastic/plastic164.jpg,plastic,0.8218590617179871
/content/dataset-resized/plastic/plastic296.jpg,plastic,0.9998224377632141
/content/dataset-resized/plastic/plastic63.jpg,plastic,0.9872308373451233
/content/dataset-resized/plastic/plastic427.jpg,plastic,0.999891996383667
/content/dataset-resized/plastic/plastic402.jpg,plastic,0.9695644974708557
/content/dataset-resized/plastic/plastic230.jpg,plastic,0.9855668544769287
/content/dataset-resized/plastic/plastic416.jpg,glass,0.6500324606895447
/content/dataset-resized/plastic/plastic38.jpg,plastic,0.9996620416641235
/content/dataset-resized/plastic/plastic172.jpg,plastic,0.6349741816520691
/content/dataset-resized/plastic/plastic200.jpg,plastic,0.9996366500854492
/content/dataset-resized/plastic/plastic425.jpg,plastic,0.9989470839500427
/content/dataset-resized/plastic/plastic240.jpg,plastic,0.997469425201416
/content/dataset-resized/plastic/plastic111.jpg,plastic,0.9813326597213745
